DMNCD,INDCD,YEAR,VALUE,UNIT,LA,REAL_IMP
SOCEQ,SOCEQ3,2023,96,Percentage,Glasgow,Real
SOCEQ,SOCEQ3,2024,95.5,Percentage,Glasgow,Real
STCRBN,STCRBN1,2015,19,Percentage,Glasgow,Imputed
STCRBN,STCRBN1,2016,19,Percentage,Glasgow,Imputed
STCRBN,STCRBN1,2017,19,Percentage,Glasgow,Imputed
STCRBN,STCRBN1,2018,19,Percentage,Glasgow,Imputed
STCRBN,STCRBN1,2019,19,Percentage,Glasgow,Imputed
STCRBN,STCRBN1,2020,19,Percentage,Glasgow,Imputed
STCRBN,STCRBN1,2021,19,Percentage,Glasgow,Real
STCRBN,STCRBN1,2022,19,Percentage,Glasgow,Imputed
STCRBN,STCRBN1,2023,19,Percentage,Glasgow,Imputed
STCRBN,STCRBN1,2024,19,Percentage,Glasgow,Imputed
STCRBN,STCRBN2,2015,79.6,Percentage,Glasgow,Imputed
STCRBN,STCRBN2,2016,79.6,Percentage,Glasgow,Imputed
STCRBN,STCRBN2,2017,79.6,Percentage,Glasgow,Imputed
STCRBN,STCRBN2,2018,79.6,Percentage,Glasgow,Imputed
STCRBN,STCRBN2,2019,79.6,Percentage,Glasgow,Imputed
STCRBN,STCRBN2,2020,79.6,Percentage,Glasgow,Imputed
STCRBN,STCRBN2,2021,79.6,Percentage,Glasgow,Imputed
STCRBN,STCRBN2,2022,79.6,Percentage,Glasgow,Imputed
STCRBN,STCRBN2,2023,79.6,Percentage,Glasgow,Real
STCRBN,STCRBN2,2024,79.6,Percentage,Glasgow,Imputed
STCRBN,STCRBN3,2015,9168.1,tonnes,Glasgow,Imputed
STCRBN,STCRBN3,2016,9168.1,tonnes,Glasgow,Imputed
STCRBN,STCRBN3,2017,9168.1,tonnes,Glasgow,Real
STCRBN,STCRBN3,2018,9000.5,tonnes,Glasgow,Real
STCRBN,STCRBN3,2019,9122.1,tonnes,Glasgow,Real
STCRBN,STCRBN3,2020,9213.1,tonnes,Glasgow,Real
STCRBN,STCRBN3,2021,9260.4,tonnes,Glasgow,Real
STCRBN,STCRBN3,2022,9475.7,tonnes,Glasgow,Real
STCRBN,STCRBN3,2023,9625.9,tonnes,Glasgow,Real
STCRBN,STCRBN3,2024,9625.9,tonnes,Glasgow,Imputed
WELL,WELL1,2015,45.2,Percentage,Glasgow,Imputed
WELL,WELL1,2016,45.2,Percentage,Glasgow,Imputed
WELL,WELL1,2017,45.2,Percentage,Glasgow,Real
WELL,WELL1,2018,44.8,Percentage,Glasgow,Real
WELL,WELL1,2019,44.5,Percentage,Glasgow,Real
WELL,WELL1,2020,44.1,Percentage,Glasgow,Real
WELL,WELL1,2021,43.9,Percentage,Glasgow,Real
WELL,WELL1,2022,43.6,Percentage,Glasgow,Real
WELL,WELL1,2023,43.4,Percentage,Glasgow,Real
WELL,WELL1,2024,43,Percentage,Glasgow,Real
WELL,WELL2,2015,80.39,Percentage,Glasgow,Real
WELL,WELL2,2016,82.13,Percentage,Glasgow,Real
WELL,WELL2,2017,81.09,Percentage,Glasgow,Real
WELL,WELL2,2018,83.82,Percentage,Glasgow,Real
WELL,WELL2,2019,83.53,Percentage,Glasgow,Real
WELL,WELL2,2020,84.26,Percentage,Glasgow,Real
WELL,WELL2,2021,82.26,Percentage,Glasgow,Real
WELL,WELL2,2022,83.89,Percentage,Glasgow,Real
WELL,WELL2,2023,83.64,Percentage,Glasgow,Imputed
WELL,WELL2,2024,83.39,Percentage,Glasgow,Imputed
